Source,Target,Types,Weight
Teisendorf,Berglern Glaslern,BS B,1
Teisendorf,Fischböckau,BS B,1
Teisendorf,Kürnbergerwald,BS B,1
Teisendorf,Felber Tauern,BS B,2
Teisendorf,Třísov,BS B,2
Teisendorf,Aholming,BS B,1
Teisendorf,Ostenhofen,BS B,1
Teisendorf,Natternberg,BS B,1
Teisendorf,Langenisarhofen,BS B,2
Teisendorf,Thundorf,BS B,1
Teisendorf,Neuses an der Regnitz,BS B,3
Teisendorf,Berching-Pollanten,BS B,3
Manching,Berglern Glaslern,BS B,1
Manching,Fischböckau,BS B,1
Manching,Kürnbergerwald,BS B,1
Manching,Felber Tauern,BS B,2
Manching,Třísov,BS B,2
Manching,Aholming,BS B,1
Manching,Ostenhofen,BS B,1
Manching,Natternberg,BS B,1
Manching,Langenisarhofen,BS B,2
Manching,Thundorf,BS B,1
Manching,Neuses an der Regnitz,BS B,15
Manching,Berching-Pollanten,BS B,4
Berglern Glaslern,Fischböckau,BS B,1
Berglern Glaslern,Kürnbergerwald,BS B,1
Berglern Glaslern,Felber Tauern,BS B,1
Berglern Glaslern,Třísov,BS B,1
Berglern Glaslern,Aholming,BS B,1
Berglern Glaslern,Ostenhofen,BS B,1
Berglern Glaslern,Natternberg,BS B,1
Berglern Glaslern,Langenisarhofen,BS B,1
Berglern Glaslern,Thundorf,BS B,1
Berglern Glaslern,Neuses an der Regnitz,BS B,1
Berglern Glaslern,Berching-Pollanten,BS B,1
Fischböckau,Kürnbergerwald,BS B,1
Fischböckau,Felber Tauern,BS B,1
Fischböckau,Třísov,BS B,1
Fischböckau,Aholming,BS B,1
Fischböckau,Ostenhofen,BS B,1
Fischböckau,Natternberg,BS B,1
Fischböckau,Langenisarhofen,BS B,1
Fischböckau,Thundorf,BS B,1
Fischböckau,Neuses an der Regnitz,BS B,1
Fischböckau,Berching-Pollanten,BS B,1
Kürnbergerwald,Felber Tauern,BS B,1
Kürnbergerwald,Třísov,BS B,1
Kürnbergerwald,Aholming,BS B,1
Kürnbergerwald,Ostenhofen,BS B,1
Kürnbergerwald,Natternberg,BS B,1
Kürnbergerwald,Langenisarhofen,BS B,1
Kürnbergerwald,Thundorf,BS B,1
Kürnbergerwald,Neuses an der Regnitz,BS B,1
Kürnbergerwald,Berching-Pollanten,BS B,1
Felber Tauern,Třísov,BS B,2
Felber Tauern,Aholming,BS B,1
Felber Tauern,Ostenhofen,BS B,1
Felber Tauern,Natternberg,BS B,1
Felber Tauern,Langenisarhofen,BS B,2
Felber Tauern,Thundorf,BS B,1
Felber Tauern,Neuses an der Regnitz,BS B,2
Felber Tauern,Berching-Pollanten,BS B,2
Třísov,Aholming,BS B,1
Třísov,Ostenhofen,BS B,1
Třísov,Natternberg,BS B,1
Třísov,Langenisarhofen,BS B,2
Třísov,Thundorf,BS B,1
Třísov,Neuses an der Regnitz,BS B,2
Třísov,Berching-Pollanten,BS B,2
Aholming,Ostenhofen,BS B,1
Aholming,Natternberg,BS B,1
Aholming,Langenisarhofen,BS B,1
Aholming,Thundorf,BS B,1
Aholming,Neuses an der Regnitz,BS B,1
Aholming,Berching-Pollanten,BS B,1
Ostenhofen,Natternberg,BS B,1
Ostenhofen,Langenisarhofen,BS B,1
Ostenhofen,Thundorf,BS B,1
Ostenhofen,Neuses an der Regnitz,BS B,1
Ostenhofen,Berching-Pollanten,BS B,1
Natternberg,Langenisarhofen,BS B,1
Natternberg,Thundorf,BS B,1
Natternberg,Neuses an der Regnitz,BS B,1
Natternberg,Berching-Pollanten,BS B,1
Langenisarhofen,Thundorf,BS B,1
Langenisarhofen,Neuses an der Regnitz,BS B,2
Langenisarhofen,Berching-Pollanten,BS B,2
Thundorf,Neuses an der Regnitz,BS B,1
Thundorf,Berching-Pollanten,BS B,1
Neuses an der Regnitz,Berching-Pollanten,BS B,4
Egglfing,Manching,BS Prototype,6
Egglfing,Erding-Pretzen,BS Prototype,1
Egglfing,Linz-Neubau,BS Prototype,1
Egglfing,Alttiefenweg,BS Prototype,1
Egglfing,Moos,BS Prototype,1
Egglfing,Otzing,BS Prototype,1
Egglfing,Tabertshausen,BS Prototype,1
Egglfing,Plattling,BS Prototype,1
Egglfing,Ruckasing,BS Prototype,1
Egglfing,Berching-Pollanten,BS Prototype,1
Manching,Erding-Pretzen,BS Prototype,1
Manching,Linz-Neubau,BS Prototype,1
Manching,Alttiefenweg,BS Prototype,1
Manching,Moos,BS Prototype,1
Manching,Otzing,BS Prototype,1
Manching,Tabertshausen,BS Prototype,1
Manching,Plattling,BS Prototype,1
Manching,Ruckasing,BS Prototype,1
Manching,Berching-Pollanten,BS Prototype,1
Erding-Pretzen,Linz-Neubau,BS Prototype,1
Erding-Pretzen,Alttiefenweg,BS Prototype,1
Erding-Pretzen,Moos,BS Prototype,1
Erding-Pretzen,Otzing,BS Prototype,1
Erding-Pretzen,Tabertshausen,BS Prototype,1
Erding-Pretzen,Plattling,BS Prototype,1
Erding-Pretzen,Ruckasing,BS Prototype,1
Erding-Pretzen,Berching-Pollanten,BS Prototype,1
Linz-Neubau,Alttiefenweg,BS Prototype,1
Linz-Neubau,Moos,BS Prototype,1
Linz-Neubau,Otzing,BS Prototype,1
Linz-Neubau,Tabertshausen,BS Prototype,1
Linz-Neubau,Plattling,BS Prototype,1
Linz-Neubau,Ruckasing,BS Prototype,1
Linz-Neubau,Berching-Pollanten,BS Prototype,1
Alttiefenweg,Moos,BS Prototype,1
Alttiefenweg,Otzing,BS Prototype,1
Alttiefenweg,Tabertshausen,BS Prototype,1
Alttiefenweg,Plattling,BS Prototype,1
Alttiefenweg,Ruckasing,BS Prototype,1
Alttiefenweg,Berching-Pollanten,BS Prototype,1
Moos,Otzing,BS Prototype,1
Moos,Tabertshausen,BS Prototype,1
Moos,Plattling,BS Prototype,1
Moos,Ruckasing,BS Prototype,1
Moos,Berching-Pollanten,BS Prototype,1
Otzing,Tabertshausen,BS Prototype,1
Otzing,Plattling,BS Prototype,1
Otzing,Ruckasing,BS Prototype,1
Otzing,Berching-Pollanten,BS Prototype,1
Tabertshausen,Plattling,BS Prototype,1
Tabertshausen,Ruckasing,BS Prototype,1
Tabertshausen,Berching-Pollanten,BS Prototype,1
Plattling,Ruckasing,BS Prototype,1
Plattling,Berching-Pollanten,BS Prototype,1
Ruckasing,Berching-Pollanten,BS Prototype,1
